classical_load,request_interval_ns,traffic_seed,quantum_seed,workload_sha256,calibration_sha256,model,session_id,delta_latency_ns,delta_fidelity,delta_expected_fidelity,delta_success_probability,false_feasible,false_infeasible,false_deadline_feasible,false_deadline_infeasible
0.0,800000,1000,11,75754f857433dbc5cca81b5b2533c962a7fdee3f6723e1c990549d762a31b77f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1000,11,75754f857433dbc5cca81b5b2533c962a7fdee3f6723e1c990549d762a31b77f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1000,11,75754f857433dbc5cca81b5b2533c962a7fdee3f6723e1c990549d762a31b77f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1000,11,75754f857433dbc5cca81b5b2533c962a7fdee3f6723e1c990549d762a31b77f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.06912469436576968,0.06311589691596853,0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1001,7,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.05797731082766472,0.06311589691596853,0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1001,11,c23a2976b557c0f09df0d7723ab67f48c2b189f21661841efa5e8081b9e13bdf,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.06912469436576968,0.06311589691596853,0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1002,7,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.05797731082766472,0.06311589691596853,0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1002,11,aaad49544574ef6a7fab692ead9fa5244a3d64021677cbc30b9ae2b25852910f,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.06912469436576968,0.06311589691596853,0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1003,7,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.05797731082766472,0.06311589691596853,0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,2,0,,,,,,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,3,0,,,,,,0,0
0.0,800000,1003,11,c0d908424959fc5d0e49a26b09cd3214b128b94ff995928ba2d8c05b33f7a487,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,4,0,,,,,,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,2,-800000,0.049612584460204445,0.047663681628712706,0.9999999999999994,1,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,3,-1600000,0.06912469436576968,0.06311589691596853,0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,No-Dq-R,4,-2400000,0.05421404102665128,0.06331014280973901,0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,1,0,0.0,0.0,0.0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,2,0,0.0,0.0,0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,3,0,0.0,0.0,0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Fixed-Dc,4,0,0.0,0.0,0,0,0,0,0
0.0,800000,1004,7,4ff5eaa745397182e64787a5b3c82c5124acb6cfbaa58cf4051e3f3c223033d5,7e6bab01e9d6b0298352c3d96c8f671d95a236c9e60e60360e5c70a016b1f97e,Decoupled,1,0,,,,,,0,0
